0.43,0.74,0.75
0.69,0.41,0.79
0.21,0.17,0.41
0.73,0.4,0.32
0.23,0.79,0.17
0.66,0.38,0.48
0.38,0.28,0.77
0.57,0.12,0.28
0.64,0.35,0.7
0.49,0.2,0.31
